Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
17/04_00:26,2184.5529,36.4092,0.1,6.4
17/04_01:26,2244.5532,37.4092,0.2,6.6
17/04_02:26,2304.553,38.4092,0.4,7.0
17/04_03:26,2364.5531,39.4092,0.3,7.3
17/04_04:26,2424.5531,40.4092,0.2,7.5
17/04_05:26,2484.5522,41.4092,0.3,7.8
17/04_06:26,2544.551,42.4092,0.3,8.1
17/04_07:26,2604.5504,43.4092,0.2,8.3
17/04_08:26,2664.5505,44.4092,0.1,8.4
17/04_09:26,2724.5502,45.4092,0.2,8.6
17/04_10:29,2787.3902,46.4565,0.2,8.8
17/04_11:29,2847.3902,47.4565,0.2,9.0
17/04_12:29,2907.4112,48.4569,0.1,9.1
17/04_13:29,2967.4109,49.4568,0.0,9.1
17/04_13:57,2995.139,49.919,0.0,9.1
17/04_14:42,3039.8182,50.6636,0.0,9.1
17/04_15:17,3075.6364,51.2606,0.0,9.1
17/04_16:18,3136.6489,52.2775,0.0,9.1
17/04_17:18,3196.6477,53.2775,0.0,9.1
17/04_18:18,3256.6532,54.2776,0.0,9.1
17/04_19:18,3316.6532,55.2776,0.0,9.1
17/04_20:18,3376.6531,56.2776,0.0,9.1
17/04_21:18,3436.6531,57.2776,0.0,9.1
17/04_22:18,3496.653,58.2775,0.0,9.1
17/04_23:18,3556.653,59.2776,0.0,9.1
18/04_00:18,3616.6568,60.2776,0.0,9.1
18/04_01:18,3676.6588,61.2776,0.0,9.1
18/04_02:18,3736.6592,62.2777,0.0,9.1
18/04_03:18,3796.6597,63.2777,0.0,9.1
18/04_04:18,3856.6597,64.2777,0.0,9.1
18/04_05:18,3916.6596,65.2777,0.0,9.1
18/04_06:18,3976.6597,66.2777,0.0,9.1
18/04_07:18,4036.6598,67.2777,0.0,9.1
18/04_08:18,4096.6597,68.2777,0.0,9.1
18/04_09:18,4156.667,69.2778,0.0,9.1
18/04_10:18,4216.67,70.2778,0.0,9.1
18/04_11:18,4276.6714,71.2779,0.0,9.1
18/04_12:18,4336.6722,72.2779,0.0,9.1
18/04_13:18,4396.6727,73.2779,0.0,9.1
18/04_14:18,4456.6734,74.2779,0.0,9.1
18/04_15:18,4516.6741,75.2779,0.0,9.1
18/04_16:18,4576.6744,76.2779,0.0,9.1
18/04_17:18,4636.6752,77.2779,0.0,9.1
18/04_18:18,4696.6787,78.278,0.0,9.1
18/04_19:18,4756.6806,79.278,0.0,9.1
18/04_20:18,4816.6817,80.278,0.0,9.1
18/04_21:18,4876.6824,81.278,0.0,9.1
18/04_22:18,4936.6833,82.2781,0.0,9.1
18/04_23:18,4996.6859,83.2781,0.0,9.1
19/04_00:18,5056.686,84.2781,0.0,9.1
19/04_01:18,5116.6859,85.2781,0.0,9.1
19/04_02:18,5176.6861,86.2781,0.0,9.1
19/04_03:18,5236.6877,87.2781,0.0,9.1
19/04_04:18,5296.6895,88.2782,0.0,9.1
19/04_05:18,5356.6901,89.2782,0.0,9.1
19/04_06:18,5416.6905,90.2782,0.0,9.1
19/04_07:18,5476.6904,91.2782,0.0,9.1
19/04_08:18,5536.6903,92.2782,0.0,9.1
19/04_09:18,5596.6903,93.2782,0.0,9.1
19/04_10:18,5656.6904,94.2782,0.0,9.1
19/04_11:05,5702.9065,95.0484,0.0,9.1
19/04_11:50,5748.5518,95.8092,0.0,9.1
19/04_12:50,5808.5584,96.8093,0.0,9.1
19/04_13:50,5868.5607,97.8093,0.0,9.1
19/04_14:50,5928.5619,98.8094,0.0,9.1
19/04_15:50,5988.5628,99.8094,0.0,9.1
19/04_16:50,6048.5633,100.8094,0.0,9.1
19/04_17:50,6108.5637,101.8094,0.0,9.1
19/04_18:50,6168.5645,102.8094,0.0,9.1
