Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
18/04_10:18,4207.6993,70.1283,0.5,26.1
18/04_11:18,4267.7007,71.1283,0.6,26.7
18/04_12:18,4327.7015,72.1284,0.5,27.2
18/04_13:18,4387.702,73.1284,0.5,27.7
18/04_14:18,4447.7026,74.1284,0.4,28.1
18/04_15:18,4507.7034,75.1284,0.8,28.9
18/04_16:18,4567.7037,76.1284,0.6,29.5
18/04_17:18,4627.7044,77.1284,0.5,30.0
18/04_18:18,4687.708,78.1285,0.0,30.0
18/04_19:18,4747.7099,79.1285,0.3,30.3
18/04_20:18,4807.711,80.1285,0.3,30.6
18/04_21:18,4867.7117,81.1285,0.2,30.8
18/04_22:18,4927.7126,82.1285,0.2,31.0
18/04_23:18,4987.7152,83.1286,0.2,31.2
19/04_00:18,5047.7153,84.1286,0.2,31.4
19/04_01:18,5107.7152,85.1286,0.2,31.6
19/04_02:18,5167.7154,86.1286,0.2,31.8
19/04_03:18,5227.717,87.1286,0.1,31.9
19/04_04:18,5287.7188,88.1286,0.1,32.0
19/04_05:18,5347.7194,89.1287,0.1,32.1
19/04_06:18,5407.7198,90.1287,0.1,32.2
19/04_07:18,5467.7197,91.1287,0.1,32.3
19/04_08:18,5527.7196,92.1287,0.1,32.4
19/04_09:18,5587.7196,93.1287,0.1,32.5
19/04_10:18,5647.7196,94.1287,0.1,32.6
19/04_11:05,5693.9358,94.8989,0.1,32.7
19/04_11:50,5739.581,95.6597,0.2,32.9
19/04_12:50,5799.5876,96.6598,0.3,33.2
19/04_13:50,5859.59,97.6598,0.3,33.5
19/04_14:50,5919.5912,98.6599,0.2,33.7
19/04_15:50,5979.5921,99.6599,0.1,33.8
19/04_16:50,6039.5926,100.6599,0.1,33.9
19/04_17:50,6099.593,101.6599,0.1,34.0
19/04_18:50,6159.5938,102.6599,0.0,34.0
19/04_19:50,6219.5942,103.6599,0.0,34.0
19/04_20:50,6279.5947,104.6599,0.0,34.0
19/04_21:50,6339.5991,105.66,0.0,34.0
19/04_22:50,6399.6004,106.66,0.0,34.0
19/04_23:50,6459.602,107.66,0.0,34.0
